ANID,Alt_ID,Standard,Investigator,Source,Region,Country,State/Province,County/District,Subregion,Site_Name,Site_Number,Material,Ware,Ceramic_Type,Form,Exterior_Decoration,Interior_Decoration,Paste_Color,Major_Temper,Minor_Temper,Culture,Context,Provenience,Era/Period,Date_Range,Picture,Comments,Notes,Chemgrp,Spare_ANID,Long_RDF,Long_Date,Short_RDF,Short_Date,As,La,Lu,Nd,Sm,U,Yb,Ce,Co,Cr,Cs,Eu,Fe,Hf,Ni,Rb,Sb,Sc,Sr,Ta,Tb,Th,Zn,Zr,Al,Ba,Ca,Dy,K,Mn,Na,Ti,V
GMP155,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Cajamarca Costeño (a.k.a. Sicán Painted Dish),Bowl/Plate,plain,painted,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP155,AMD1,04/27/14,AQF2-S,04/25/14,9.702,25.888,0.381,25.256,5.385,2.970,2.388,54.696,11.810,36.425,6.555,1.105,39554.9,5.199,0.000,102.314,2.271,15.568,161.134,0.777,0.623,10.808,110.271,112.117,80979.3,549.9,11651.0,3.512,22694.7,628.5,18478.6,4066.3,95.3
GMP156,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP156,AMD1,04/27/14,AQF2-S,04/25/14,21.842,27.359,0.417,24.828,5.607,3.458,2.565,56.476,14.134,35.387,8.109,1.177,41256.8,4.005,0.000,105.235,2.892,15.784,160.452,0.727,0.692,10.974,116.128,117.835,89539.9,525.0,11210.0,3.944,23261.6,748.1,17348.3,3659.9,116.5
GMP157,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP157,AMD1,04/27/14,AQF2-S,04/25/14,19.928,26.985,0.446,24.332,5.875,2.722,2.805,56.508,15.819,34.190,8.280,1.216,46581.7,5.304,0.000,108.107,2.939,18.083,190.335,0.734,0.783,11.736,109.849,143.686,89945.8,468.4,13337.0,3.931,21905.4,961.0,19127.0,4889.0,132.4
GMP158,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP158,AMD1,04/27/14,AQF2-S,04/25/14,30.522,27.746,0.457,26.911,5.877,4.508,2.582,57.905,15.828,34.371,8.059,1.160,46056.4,5.281,0.000,106.896,3.391,17.605,174.139,0.711,0.704,11.457,115.284,148.147,91317.3,545.5,13218.2,4.103,20058.6,975.6,16792.9,5287.9,112.9
GMP159,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP159,AMD1,04/27/14,AQF2-S,04/25/14,22.417,26.332,0.471,26.011,5.859,3.798,2.689,55.042,15.943,34.066,9.569,1.223,46909.5,4.075,0.000,118.873,3.409,18.132,189.028,0.694,0.931,12.554,122.721,114.996,97886.3,555.9,12599.1,3.984,20380.4,945.2,15302.2,4134.2,128.0
GMP160,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP160,AMD1,04/27/14,AQF2-S,04/25/14,12.736,27.744,0.415,25.314,5.479,2.916,2.574,57.719,13.463,26.185,7.779,1.235,40177.1,4.180,0.000,90.154,1.664,15.398,340.193,0.736,0.667,9.061,81.875,117.805,82322.1,555.1,27366.6,3.701,23225.3,964.0,22920.9,4052.9,109.6
GMP161,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP161,AMD1,04/27/14,AQF2-S,04/25/14,20.441,24.130,0.387,23.529,5.513,2.955,2.668,50.819,14.564,33.902,8.703,1.152,43529.3,3.697,32.405,113.103,3.476,16.730,152.795,0.694,0.916,10.912,117.779,85.276,91177.8,542.2,10643.1,3.987,22836.3,883.5,14169.3,3700.6,125.8
GMP162,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP162,AMD1,04/27/14,AQF2-S,04/25/14,44.859,26.915,0.421,26.538,5.546,4.003,2.541,55.166,13.306,34.569,7.008,1.152,39006.5,4.628,0.000,91.927,2.419,14.609,194.668,0.708,0.646,10.329,106.888,145.289,82861.1,492.7,12241.2,4.650,21480.7,827.1,17616.5,4078.6,107.3
GMP163,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP163,AMD1,04/27/14,AQF2-S,04/25/14,42.451,27.052,0.441,25.532,5.940,3.613,2.794,56.705,14.712,39.272,8.368,1.177,47499.7,4.453,0.000,110.446,3.235,17.488,118.443,0.746,0.735,12.560,121.052,121.921,98026.6,500.6,11279.1,4.585,21024.6,772.4,13869.1,4278.2,131.0
GMP164,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP164,AMD1,04/27/14,AQF2-S,04/25/14,13.881,26.667,0.406,24.442,5.666,3.695,2.693,55.792,13.823,35.447,8.183,1.231,40648.4,4.063,0.000,104.185,2.589,15.595,149.818,0.686,0.677,10.493,113.854,92.956,88611.5,518.7,11469.1,4.345,20298.0,763.6,15552.2,4530.3,119.3
GMP165,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP165,AMD1,04/27/14,AQF2-S,04/25/14,17.240,27.826,0.417,26.531,5.654,3.939,2.542,55.860,12.376,35.637,8.191,1.151,42257.5,4.984,24.214,99.815,2.693,15.460,194.010,0.744,0.662,10.514,113.901,154.464,84159.8,543.7,19518.2,3.587,21410.2,716.2,17202.8,4663.3,116.0
GMP166,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP166,AMD1,04/27/14,AQF2-S,04/25/14,16.878,24.240,0.392,24.756,5.662,3.047,2.566,52.285,15.480,30.351,8.438,1.207,42610.1,4.150,37.277,111.307,3.943,16.167,179.774,0.664,0.734,11.128,121.363,114.987,84539.8,542.3,13032.2,3.575,21457.5,971.3,12339.2,4090.6,111.0
GMP167,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP167,AMD1,04/27/14,AQF2-S,04/25/14,68.354,25.670,0.437,23.874,5.518,4.897,2.611,52.105,12.779,34.619,7.027,1.154,37471.8,4.112,0.000,92.051,2.518,14.153,209.230,0.713,0.688,9.683,104.738,100.470,81426.6,528.4,14189.8,3.818,20843.4,764.2,18161.6,4373.9,122.9
GMP168,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP168,AMD1,04/27/14,AQF2-S,04/25/14,24.646,25.654,0.380,23.993,5.151,3.161,2.226,52.181,11.954,38.725,6.923,1.072,40292.0,4.017,0.000,101.710,2.197,14.713,205.520,0.747,0.601,10.175,96.663,94.290,86424.5,461.8,12418.7,3.925,22520.5,699.1,20115.6,4207.1,127.7
GMP169,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP169,AMD1,04/27/14,AQF2-S,04/25/14,23.827,26.991,0.394,25.491,5.738,2.844,2.490,55.916,15.555,31.117,8.560,1.206,45385.0,3.904,0.000,103.764,3.144,17.481,154.032,0.691,1.159,11.433,115.049,94.115,95061.3,524.7,11919.6,4.043,17625.2,976.6,16768.0,4658.8,123.4
GMP170,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP170,AMD1,04/27/14,AQF2-S,04/25/14,17.218,26.771,0.421,26.233,5.885,3.594,2.847,57.148,15.145,34.741,8.842,1.205,46687.0,4.724,0.000,113.322,3.326,17.915,152.053,0.776,0.717,12.354,123.539,136.835,93136.9,502.6,14877.0,4.650,21300.5,893.3,10269.1,4600.3,147.6
GMP171,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP171,AMD1,04/27/14,AQF2-S,04/25/14,19.750,26.475,0.399,25.427,5.634,3.007,2.731,54.762,13.545,33.049,8.479,1.103,43030.9,4.009,0.000,112.839,2.804,16.949,141.565,0.735,0.748,11.828,88.036,116.025,87353.7,438.9,13343.0,4.119,20167.7,723.9,17030.6,4871.1,118.6
GMP172,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP172,AMD1,04/27/14,AQF2-S,04/25/14,20.194,27.028,0.409,22.982,5.610,3.248,2.752,55.094,14.321,35.941,8.351,1.211,41877.7,4.319,34.934,107.925,2.383,16.104,143.240,0.709,0.748,10.976,101.288,114.121,87498.0,509.8,13605.8,4.511,20712.2,782.6,20502.8,4298.9,115.5
GMP173,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP173,AMD1,04/27/14,AQF2-S,04/25/14,22.259,28.115,0.408,27.371,5.741,3.513,2.737,57.585,14.861,39.199,8.995,1.173,44867.0,5.083,0.000,109.880,3.003,17.010,150.318,0.804,0.722,11.066,124.921,124.817,91756.8,493.7,11106.7,4.550,25698.9,803.2,15728.0,4036.1,122.9
GMP174,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP174,AMD1,04/27/14,AQF2-S,04/25/14,72.303,27.942,0.569,28.162,6.094,6.162,2.475,58.349,14.173,37.976,7.652,1.224,40903.1,4.703,0.000,98.236,2.449,15.531,220.593,0.692,0.695,10.595,114.851,141.011,83851.3,473.3,12533.1,4.551,21376.3,754.1,19136.3,5074.1,126.6
GMP175,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP175,AMD1,04/27/14,AQF2-S,04/25/14,24.363,26.162,0.390,22.742,5.251,4.379,2.522,53.112,13.254,34.757,7.770,1.135,38953.1,4.261,0.000,99.845,2.252,14.561,156.363,0.641,0.610,10.292,112.750,137.521,91052.4,514.0,11032.8,3.828,20145.3,769.5,15442.9,4194.5,120.5
GMP176,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP176,AMD1,04/27/14,AQF2-S,04/25/14,64.367,28.144,0.659,27.209,6.338,11.188,2.592,59.285,13.089,36.130,7.259,1.164,39812.4,4.225,0.000,90.037,2.204,15.390,252.284,0.726,0.677,11.010,113.793,160.906,78778.1,476.2,20109.3,4.447,20755.8,789.0,17645.1,4408.1,127.8
GMP177,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP177,AMD1,04/27/14,AQF2-S,04/25/14,52.414,26.527,0.431,25.572,5.688,4.706,2.397,55.103,13.311,37.455,7.480,1.177,40312.6,5.080,0.000,96.809,2.755,15.209,167.386,0.667,0.691,10.102,105.864,160.360,82298.6,440.2,13355.0,3.837,18962.3,695.2,17843.3,4011.8,129.2
GMP178,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP178,AMD1,04/27/14,AQF2-S,04/25/14,15.116,35.007,0.422,30.209,6.198,3.418,2.518,67.773,13.599,37.974,6.993,1.231,38233.5,6.900,18.628,94.481,2.477,14.429,220.299,0.812,0.723,11.702,103.471,187.036,79379.5,503.6,16822.1,4.112,17771.9,939.3,14477.9,5190.1,122.1
GMP179,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP179,AMD1,04/27/14,AQF2-S,04/25/14,23.101,25.640,0.394,23.418,5.314,2.956,2.363,53.126,13.864,28.653,7.123,1.072,39363.9,5.889,0.000,95.319,3.810,15.440,205.473,0.828,0.675,10.239,101.334,168.759,84277.0,437.6,14226.4,4.643,21190.0,881.2,16579.8,5424.1,122.3
GMP180,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP180,AMD1,04/27/14,AQF2-S,04/25/14,21.485,26.854,0.448,23.708,5.671,3.625,2.736,55.120,13.617,37.004,8.091,1.170,43461.6,4.647,0.000,103.080,2.594,16.763,159.688,0.766,0.753,11.368,115.978,111.915,93565.5,493.6,9518.2,4.554,21242.5,682.6,18723.8,4591.6,126.6
GMP181,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP181,AMD1,04/27/14,AQF2-S,04/25/14,17.866,27.143,0.414,26.456,5.721,3.703,2.559,55.799,15.356,35.694,8.661,1.181,43714.7,4.401,0.000,112.148,2.746,16.550,167.404,0.779,0.654,11.377,118.522,113.901,92048.1,483.1,14095.1,4.034,19353.5,945.4,15998.2,4713.7,135.7
GMP182,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP182,AMD1,04/27/14,AQF2-S,04/25/14,39.765,27.516,0.412,24.518,5.745,4.769,2.590,56.506,12.424,35.028,7.331,1.173,38542.7,4.862,8.400,95.979,3.110,14.153,157.685,0.654,0.671,11.917,95.735,144.187,86575.3,470.1,13225.6,4.347,21881.5,607.5,19105.3,4092.8,120.6
GMP183,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP183,AMD1,04/27/14,AQF2-S,04/25/14,22.557,27.009,0.389,25.347,5.505,3.107,2.618,54.609,14.549,35.556,8.309,1.169,42284.5,5.231,0.000,106.630,2.851,15.669,175.728,0.747,0.641,10.870,117.774,145.638,86448.3,524.3,13259.7,3.887,20619.1,836.9,16570.5,4453.7,111.0
GMP184,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP184,AMD1,04/27/14,AQF2-S,04/25/14,22.595,32.996,0.421,32.450,6.654,4.485,2.737,69.177,15.113,34.973,8.147,1.315,43655.1,5.616,0.000,102.666,2.570,17.018,198.449,0.797,0.800,11.596,114.637,150.502,94048.8,511.2,13283.0,4.155,17506.2,910.2,15438.1,4326.5,125.9
GMP185,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP185,AMD1,04/27/14,YUT1-S,05/01/14,20.160,25.216,0.347,22.947,4.952,2.797,2.326,49.823,11.401,29.400,7.532,1.009,38043.5,4.272,0.000,104.968,2.749,14.191,129.169,0.654,0.749,9.975,94.372,122.617,81692.4,508.7,11139.1,3.067,21261.8,711.3,15184.8,4164.5,106.2
GMP186,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP186,AMD1,04/27/14,YUT1-S,05/01/14,26.671,25.967,0.397,24.913,5.303,3.144,2.576,53.039,13.748,37.280,7.850,1.136,42429.0,4.124,0.000,96.827,2.999,14.992,167.930,0.716,0.644,9.836,117.884,106.405,83746.5,493.8,11364.2,3.548,20766.3,840.6,16357.5,4187.6,105.1
GMP187,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP187,AMD1,04/27/14,YUT1-S,05/01/14,19.731,29.796,0.447,27.757,6.192,4.891,2.700,61.308,14.223,35.334,8.101,1.212,42761.2,5.528,0.000,98.976,2.696,16.621,173.071,0.800,0.746,12.813,113.934,158.498,88734.4,445.2,13552.3,4.350,21256.8,828.7,14956.5,4863.8,122.2
GMP188,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP188,AMD1,04/27/14,YUT1-S,05/01/14,13.509,24.051,0.413,22.203,5.513,3.023,2.806,50.817,14.013,34.478,8.229,1.110,43548.1,5.783,0.000,103.971,3.286,16.692,140.043,0.799,0.646,10.277,111.515,139.792,78881.6,503.2,12827.9,3.861,19170.7,816.5,15316.6,4744.0,123.3
GMP189,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP189,AMD1,04/27/14,YUT1-S,05/01/14,31.913,34.439,0.461,31.622,7.069,5.120,2.862,72.294,15.893,39.140,9.021,1.291,46930.7,4.509,0.000,116.377,3.173,17.854,130.531,0.754,0.812,13.458,120.971,122.908,96427.2,492.5,11438.8,4.122,20635.7,902.5,11541.4,4912.2,136.3
GMP190,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP190,AMD1,04/27/14,YUT1-S,05/01/14,13.464,27.504,0.448,28.910,6.098,3.519,2.665,58.019,16.437,32.922,8.156,1.154,43534.5,4.124,0.000,105.897,3.256,16.510,179.522,0.903,0.765,10.752,106.312,110.424,79216.8,464.8,11968.4,4.369,19947.6,978.7,15524.0,5434.4,132.7
GMP191,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP191,AMD1,04/27/14,YUT1-S,05/01/14,21.965,27.959,0.418,27.110,6.001,5.060,2.548,58.941,14.163,35.533,8.047,1.229,43212.5,5.532,0.000,100.360,2.589,16.760,204.404,0.822,0.674,12.136,111.132,160.746,89220.6,470.8,13526.4,3.758,19252.4,843.1,15435.0,4919.6,139.6
GMP192,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP192,AMD1,04/27/14,YUT1-S,05/01/14,69.285,28.407,0.378,28.558,7.251,19.191,2.703,61.711,13.611,38.350,7.670,1.186,41980.7,5.158,0.000,99.353,2.276,15.845,208.427,0.767,0.709,12.351,106.014,253.743,87433.9,545.4,14038.7,3.716,19387.8,793.7,16531.7,3687.9,122.2
GMP193,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP193,AMD1,04/27/14,YUT1-S,05/01/14,45.553,28.272,0.416,27.254,5.835,3.158,2.654,56.608,15.203,37.521,10.805,1.192,47260.3,3.979,0.000,126.174,3.638,18.405,129.556,0.641,0.681,12.685,128.347,115.063,98184.9,524.1,13089.2,4.113,24289.7,823.3,13915.9,4865.0,138.3
GMP194,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP194,AMD1,04/27/14,YUT1-S,05/01/14,13.569,28.942,0.387,26.320,5.812,3.635,2.522,58.744,13.900,37.131,8.412,1.243,42599.4,4.251,0.000,106.004,2.588,16.455,226.799,0.721,0.662,10.854,113.321,122.978,86426.9,524.8,13481.3,4.595,21524.2,762.9,13830.4,5334.1,113.4
GMP195,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Cajamarca Costeño (a.k.a. Sicán Painted Dish),Bowl/Plate,plain,painted,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP195,AMD1,04/27/14,YUT1-S,05/01/14,13.527,26.558,0.398,25.934,5.582,3.550,2.596,52.614,10.283,30.903,9.047,1.152,37319.2,5.360,26.974,102.901,3.016,15.900,160.804,0.708,0.674,11.518,108.658,141.920,93566.9,459.8,12027.5,3.900,19048.8,446.6,11534.3,4520.7,101.9
GMP196,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP196,AMD1,04/27/14,YUT1-S,05/01/14,30.877,27.599,0.391,24.843,5.710,3.632,2.460,55.365,14.075,36.337,7.964,1.145,41329.1,4.243,0.000,97.740,2.845,15.183,155.146,0.712,0.669,11.021,112.678,107.069,86110.3,507.3,12157.4,4.283,20998.6,813.5,17134.0,3844.8,117.4
GMP197,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP197,AMD1,04/27/14,YUT1-S,05/01/14,57.018,24.766,0.501,22.904,5.377,7.795,2.405,51.330,12.281,38.491,6.681,1.043,39254.3,4.409,32.939,96.310,2.138,14.195,261.324,0.722,0.658,10.558,102.138,128.670,82725.5,515.8,13581.0,3.348,21884.0,732.3,18532.9,3527.6,118.1
GMP198,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP198,AMD1,04/27/14,YUT1-S,05/01/14,51.764,27.612,0.443,25.187,6.008,7.106,2.447,57.427,13.120,35.909,6.982,1.228,39606.4,4.764,0.000,90.540,2.539,14.990,189.238,0.696,0.685,9.894,106.126,162.476,82593.2,476.0,13056.4,3.839,18898.0,756.5,15312.1,4816.1,116.8
